PackageID|NondrugItemID|ItemCount|PackageItemUnitID|
65585|1447|17.0|3|
65586|1448|17.0|3|
65587|1449|50.0|3|
65588|1450|1.0|3|
65588|1451|12.0|3|
65589|1452|6.0|3|
65590|1453|6.0|3|
65591|1454|100.0|3|
65592|1455|50.0|3|
65593|1456|100.0|3|
65594|1457|50.0|3|
65595|1458|50.0|3|
65596|1459|100.0|3|
65597|1460|100.0|3|
65598|1461|50.0|3|
65599|1462|50.0|3|
65600|1463|1.0|3|
65601|1464|100.0|3|
65602|1465|1.0|3|
65602|1466|10.0|3|
65602|1467|10.0|3|
65602|1468|1.0|3|
65602|1469|1.0|3|
65603|138|1.0|3|
65603|139|1.0|3|
65626|1470|50.0|3|
65627|1471|200.0|3|
65628|1472|100.0|3|
65631|1473|1.0|3|
65638|1474|50.0|3|
65639|1475|100.0|3|
65640|1476|50.0|3|
65641|1477|50.0|3|
65642|1478|100.0|3|
65643|1479|10.0|3|
65644|1480|100.0|3|
65645|1481|1.0|3|
65645|1482|1.0|3|
65645|1483|10.0|3|
65646|1484|100.0|3|
65647|1485|100.0|3|
65648|1486|50.0|3|
65649|1486|100.0|3|
65650|1485|50.0|3|
65651|1487|1.0|3|
65652|1488|100.0|3|
65653|1489|100.0|3|
65654|1490|100.0|3|
65655|1491|100.0|3|
65656|1492|1.0|3|
65656|1493|10.0|3|
65658|1495|100.0|3|
65659|1495|200.0|3|
65660|1496|50.0|3|
65661|1497|100.0|3|
65662|1498|1.0|3|
65662|1499|1.0|3|
65662|1500|10.0|3|
65662|1501|10.0|3|
65664|1502|50.0|3|
65665|1503|50.0|3|
65666|1504|200.0|3|
65667|1505|200.0|3|
65668|1506|100.0|3|
65684|1507|1.0|3|
65774|1508|1.0|3|
65775|1508|5.0|3|
65776|1509|1.0|3|
65777|1509|5.0|3|
24316|1789|1.0|3|
24317|1789|1.0|3|
51552|418|24.0|3|
51553|418|24.0|3|
51554|417|24.0|3|
51555|417|24.0|3|
66128|1520|14.0|3|
66465|1523|5.0|3|
66503|1524|1.0|3|
66503|1525|1.0|3|
66503|1526|1.0|3|
66648|1527|1.0|3|
66649|1528|3.0|3|
66652|1529|100.0|3|
66687|1530|1.0|3|
66687|1531|6.0|3|
66962|1533|1.0|3|
66963|1534|1.0|3|
