PackageID|NondrugItemID|ItemCount|PackageItemUnitID|
66987|1535|1.0|3|
66995|1536|1.0|3|
66996|1537|1.0|3|
66997|1538|1.0|3|
66998|1539|2.0|3|
66999|1540|1.0|3|
67028|1541|1.0|1|
67055|1542|10.0|3|
67058|1543|100.0|3|
67059|1544|100.0|3|
67061|1545|1.0|3|
67064|1546|1.0|3|
67065|1547|1.0|3|
67066|1548|5.0|3|
67068|1359|100.0|3|
67090|1549|100.0|3|
67091|1550|100.0|3|
67092|1551|100.0|3|
67093|1552|100.0|3|
67094|1553|100.0|3|
67095|1554|100.0|3|
67128|1555|1.0|3|
67293|1556|1.0|3|
67492|1558|1.0|3|
67492|1559|1.0|3|
67644|1560|100.0|3|
67646|1561|200.0|3|
67697|1572|1.0|3|
67697|1573|1.0|3|
67700|1574|1.0|3|
67704|1575|1.0|3|
67705|1576|1.0|3|
67715|1577|1.0|3|
67715|1578|1.0|3|
67716|1579|1.0|3|
67716|1580|1.0|3|
67717|1581|1.0|3|
67717|1582|1.0|3|
67720|1583|1.0|3|
67720|1584|1.0|3|
67727|1585|1.0|3|
67727|1586|1.0|3|
67731|1587|1.0|3|
67731|1588|1.0|3|
67732|1589|1.0|3|
67732|1590|1.0|3|
67734|1591|1.0|3|
67734|1592|1.0|3|
67735|1593|1.0|3|
67735|1594|1.0|3|
67736|1595|1.0|3|
67736|1596|1.0|3|
67737|1597|1.0|3|
67737|1598|1.0|3|
67738|1599|1.0|3|
67738|1600|1.0|3|
67741|1601|1.0|3|
67746|1602|1.0|3|
67751|1603|1.0|3|
67757|1604|1.0|3|
67757|1605|64.0|3|
67757|1606|64.0|3|
67765|1607|10.0|3|
67765|1608|10.0|3|
67766|1609|10.0|3|
67766|1610|10.0|3|
67767|1611|10.0|3|
67767|1612|10.0|3|
67768|1613|10.0|3|
67768|1614|10.0|3|
67769|1615|10.0|3|
67769|1616|5.0|3|
67770|1617|10.0|3|
67770|1618|5.0|3|
67771|1619|20.0|3|
67771|1620|20.0|3|
67772|1621|20.0|3|
67772|1622|20.0|3|
67773|1623|12.0|3|
67773|1624|12.0|3|
67774|1625|12.0|3|
67774|1626|12.0|3|
67775|1627|12.0|3|
67775|1628|12.0|3|
67776|1629|12.0|3|
67776|1630|12.0|3|
67777|1631|10.0|3|
67777|1632|10.0|3|
67778|1633|10.0|3|
67778|1634|10.0|3|
67779|1635|10.0|3|
67779|1636|10.0|3|
67780|1637|10.0|3|
67780|1638|10.0|3|
67781|1639|24.0|3|
67781|1640|24.0|3|
67782|1641|10.0|3|
67782|1642|10.0|3|
67784|1643|24.0|3|
67784|1644|24.0|3|
67785|1645|12.0|3|
67785|1646|12.0|3|
67786|1647|12.0|3|
67786|1648|12.0|3|
67787|1649|12.0|3|
67787|1650|12.0|3|
67788|1651|12.0|3|
67788|1652|12.0|3|
67793|1653|24.0|3|
67793|1654|24.0|3|
67794|1655|24.0|3|
67794|1656|24.0|3|
67795|1657|24.0|3|
67795|1658|24.0|3|
67796|1659|24.0|3|
67796|1660|24.0|3|
67797|1661|24.0|3|
67797|1662|24.0|3|
67798|1663|24.0|3|
67798|1664|24.0|3|
67799|1665|10.0|3|
67799|1666|10.0|3|
67800|1667|10.0|3|
67800|1668|10.0|3|
67801|1669|10.0|3|
67801|1670|5.0|3|
67802|1671|10.0|3|
67802|1672|5.0|3|
67803|1673|10.0|3|
67803|1674|10.0|3|
67804|1675|10.0|3|
67804|1676|10.0|3|
67808|1677|10.0|3|
67808|1678|10.0|3|
67809|1679|10.0|3|
67809|1680|10.0|3|
67810|1681|1.0|3|
67811|1682|1.0|3|
67812|1684|4.0|3|
67813|1685|10.0|3|
67813|1686|10.0|3|
67814|1687|1.0|3|
67815|1688|1.0|3|
67815|1689|1.0|3|
67815|1690|1.0|3|
67815|1691|1.0|3|
67823|1692|1.0|3|
67824|1693|1.0|3|
67825|1694|1.0|3|
67826|1695|1.0|3|
67827|1696|1.0|3|
67844|1697|1.0|3|
67845|1697|1.0|3|
67872|1698|1.0|3|
67876|1699|1.0|3|
67876|1700|1.0|3|
67877|1701|1.0|3|
67877|1702|1.0|3|
67878|1703|1.0|3|
67878|1704|1.0|3|
67879|1705|1.0|3|
67879|1706|1.0|3|
67880|1707|1.0|3|
67880|1708|10.0|3|
67880|1709|1.0|3|
67880|1710|10.0|3|
67880|1711|1.0|3|
67884|1712|32.0|3|
67899|1714|1.0|3|
67900|1715|1.0|3|
67904|1716|10.0|3|
67926|1717|6.0|3|
67926|1718|6.0|3|
67933|1719|1.0|3|
67937|1720|1.0|3|
67944|1722|1.0|3|
68037|1726|1.0|3|
68058|1727|1.0|3|
68058|1728|5.0|3|
68059|1727|1.0|3|
68059|1728|5.0|3|
68070|1730|24.0|3|
68073|1731|1.0|3|
68079|1732|1.0|3|
68079|1733|1.0|3|
68084|1734|2.0|3|
68085|1735|2.0|3|
68187|1736|1.0|3|
68187|1737|1.0|3|
68187|1738|4.0|3|
68187|1739|1.0|3|
68187|1740|1.0|3|
68187|1748|1.0|3|
68187|1749|1.0|3|
68188|1741|1.0|3|
68188|1742|1.0|3|
68188|1743|10.0|3|
68188|1750|1.0|3|
68188|1751|1.0|3|
68188|1756|1.0|3|
68189|1744|1.0|3|
68189|1745|1.0|3|
68189|1746|1.0|3|
68189|1752|1.0|3|
68189|1753|1.0|3|
68190|1747|1.0|3|
68199|1754|1.0|3|
68200|1755|1.0|3|
68212|1762|1.0|3|
68227|1757|1.0|3|
68228|1758|100.0|3|
68229|1759|100.0|3|
68230|1760|200.0|3|
68246|1761|1.0|3|
68343|1763|5.0|3|
68408|1764|1.0|3|
68408|1765|2.0|3|
68408|1766|1.0|3|
68432|1767|10.0|3|
68433|1768|5.0|3|
68434|1768|1.0|3|
68436|1769|10.0|3|
68437|1770|10.0|3|
68438|1771|10.0|3|
68439|1772|10.0|3|
68440|1773|10.0|3|
68441|1774|10.0|3|
68442|1775|10.0|3|
68443|1776|10.0|3|
68444|1777|200.0|3|
68445|1778|100.0|3|
68446|1779|100.0|3|
68447|1780|100.0|3|
68448|1780|50.0|3|
68450|1781|50.0|3|
68452|1782|100.0|3|
68454|1783|50.0|3|
68455|1784|1.0|3|
68455|1785|10.0|3|
68455|1786|10.0|3|
68455|1787|1.0|3|
68455|1788|3.0|2|
68557|1792|1.0|3|
68558|1793|1.0|3|
68576|1794|100.0|3|
68577|1795|100.0|3|
68578|1796|100.0|3|
68579|1797|200.0|3|
68646|1799|15.0|3|
68769|1800|1.0|3|
68769|1801|2.0|3|
68769|1803|1.0|3|
68770|1805|1.0|3|
68770|1806|1.0|3|
68770|1807|2.0|3|
68776|1809|6.0|3|
68777|1811|1.0|3|
68777|1812|1.0|3|
68778|1811|10.0|3|
68778|1812|10.0|3|
68779|1813|5.0|3|
68780|1814|7.0|3|
68781|1815|14.0|3|
68837|1816|1.0|3|
68838|1817|1.0|3|
68851|1818|1.0|3|
68851|1819|1.0|3|
68993|1821|1.0|3|
68993|1822|10.0|3|
68993|1823|25.0|3|
68993|1824|1.0|3|
68993|1825|1.0|3|
68996|1826|50.0|3|
68997|1826|100.0|3|
69005|1828|1.0|3|
69006|1833|50.0|3|
69109|1834|1.0|3|
69112|1835|4.0|3|
69113|1835|10.0|3|
69115|1836|7.0|3|
69116|1837|3.0|3|
69117|1838|3.0|3|
69119|1839|1.0|3|
69121|1840|1.0|3|
69124|1842|6.0|3|
69126|1843|1.0|3|
69127|1844|3.0|3|
69254|1848|12.0|3|
69255|1849|12.0|3|
69262|1848|30.0|3|
69263|1848|1.0|3|
69264|1849|30.0|3|
69265|1849|30.0|3|
69292|1850|1.0|3|
69294|1851|1.0|3|
69348|1852|1.0|3|
69348|1853|1.0|3|
69352|1854|1.0|3|
69352|1855|1.0|3|
69353|1856|1.0|3|
69353|1857|1.0|3|
69354|1858|1.0|3|
69354|1859|1.0|3|
69355|1860|1.0|3|
69355|1861|1.0|3|
69356|1862|1.0|3|
69356|1863|1.0|3|
69357|1864|1.0|3|
69357|1865|1.0|3|
69358|1866|1.0|3|
69358|1867|1.0|3|
69471|1868|1.0|3|
69588|1869|100.0|3|
69599|1871|14.0|3|
69599|1872|14.0|3|
69741|1873|1.0|3|
69742|1873|6.0|3|
69743|1874|1.0|3|
69744|1874|6.0|3|
69807|1875|3.0|3|
69970|1888|2.0|3|
69970|1889|1.0|3|
69970|1895|1.0|3|
69970|1896|1.0|3|
69970|1897|1.0|3|
69971|1890|1.0|3|
69971|1891|2.0|3|
69971|1899|1.0|3|
69971|1900|1.0|3|
69971|1901|1.0|3|
69972|1892|2.0|3|
69972|1893|1.0|3|
69972|1903|1.0|3|
69972|1904|1.0|3|
69972|1905|1.0|3|
69991|1906|2.0|3|
69991|1907|1.0|3|
69991|1909|1.0|3|
69991|1910|1.0|3|
69991|1911|1.0|3|
70068|1912|2.0|3|
70068|1913|2.0|3|
70069|1914|2.0|3|
70069|1915|2.0|3|
70070|1916|2.0|3|
70070|1917|2.0|3|
70071|1918|2.0|3|
70071|1919|2.0|3|
70072|1920|1.0|3|
70072|1921|2.0|3|
70073|1922|1.0|3|
70073|1923|2.0|3|
70074|1924|1.0|3|
70074|1925|2.0|3|
70075|1926|1.0|3|
70075|1927|2.0|3|
70112|1936|100.0|3|
70113|1937|100.0|3|
70114|1938|100.0|3|
70115|1939|100.0|3|
70116|1940|100.0|3|
70364|1944|1.0|3|
70451|1945|3.0|3|
70456|1946|1.0|3|
70671|1947|1.0|3|
70727|1948|1.0|3|
70728|1949|1.0|3|
70729|1950|1.0|3|
70730|1949|3.0|3|
70731|1950|2.0|3|
70732|1951|1.0|3|
70745|1952|14.0|3|
70745|1953|28.0|3|
70752|1954|1.0|3|
70753|1955|1.0|3|
70779|1957|100.0|3|
70780|1958|100.0|3|
70781|1959|200.0|3|
70782|1960|200.0|3|
70783|1961|100.0|3|
70784|1962|100.0|3|
70785|1963|100.0|3|
70786|1964|100.0|3|
70787|1965|100.0|3|
70788|1966|100.0|3|
70789|1967|100.0|3|
70790|1968|100.0|3|
70791|1969|100.0|3|
153|2360|1.0|3|
367|2171|2.0|2|
737|2431|10.0|2|
1067|2432|10.0|2|
1153|2389|10.0|2|
1154|2388|10.0|2|
1155|2387|10.0|2|
1482|2349|2.0|2|
1718|2188|5.0|2|
1723|2202|1.0|3|
1726|2205|10.0|2|
2025|2274|0.5|2|
2124|1532|1.0|3|
6139|2326|1.0|3|
6140|2544|1.0|3|
6197|2426|10.0|2|
6919|2193|1.0|3|
6921|2197|10.0|2|
6923|2437|1.0|3|
7704|2375|1.0|2|
8080|2427|10.0|2|
10655|2300|50.0|2|
13369|2270|0.5|2|
13370|2271|0.5|2|
13371|2273|0.5|2|
13784|2650|30.0|2|
14375|2303|1.2|2|
14725|2296|2.5|2|
16356|2519|1.0|3|
16356|2520|1.0|3|
17034|2521|1.0|3|
17034|2522|3.0|2|
17035|2525|1.0|3|
17035|2526|1.0|2|
19943|2004|2.0|3|
20419|2005|2.0|3|
26069|2373|1.0|3|
26349|2307|100.0|2|
26844|296|1.0|3|
26844|2598|1.0|3|
27208|746|1.0|3|
27208|2542|1.0|3|
27209|746|1.0|3|
27209|2542|1.0|3|
27210|746|1.0|3|
27210|2542|1.0|3|
28065|2328|20.0|2|
28162|2372|10.0|2|
28163|2209|1.0|3|
28168|2310|5.0|2|
28169|2310|5.0|2|
29971|2603|1.0|3|
29971|2604|1.0|3|
29972|2605|1.0|3|
29972|2606|1.0|3|
30763|2232|100.0|2|
30765|2265|1.0|3|
33091|2281|0.5|2|
33092|2279|0.5|2|
33093|2275|0.5|2|
34011|2283|0.5|2|
34012|2286|0.5|2|
34013|2289|0.5|2|
35616|2332|10.0|2|
36059|2291|0.5|2|
36060|2292|0.5|2|
36061|2295|0.5|2|
38185|2384|1.5|2|
38186|2386|1.5|2|
38190|2383|10.0|2|
38191|2382|10.0|2|
39443|2485|1.25|2|
39444|2487|1.25|2|
39445|2481|1.25|2|
39446|2483|1.25|2|
39625|2495|250.0|2|
39628|2497|10.0|2|
39631|2506|20.0|2|
39632|2505|20.0|2|
39634|2503|20.0|2|
39635|2499|10.0|2|
39636|2502|20.0|2|
42316|2341|40.0|2|
42317|2341|20.0|2|
42512|2344|1.0|3|
42794|2397|1.0|3|
42795|2399|1.0|3|
43353|2347|1.0|2|
43758|2348|2.0|2|
44294|2451|10.0|2|
45594|2666|3.0|2|
45595|2666|5.0|2|
45596|2661|250.0|2|
45597|2661|1000.0|2|
45610|2656|10.0|2|
45611|2658|40.0|2|
45612|2658|125.0|2|
45613|2658|100.0|2|
45614|2658|200.0|2|
45615|2658|250.0|2|
45618|2665|2000.0|2|
45622|2648|1000.0|2|
45623|2642|1000.0|2|
45624|2642|2000.0|2|
45625|2642|250.0|2|
45626|2642|500.0|2|
45627|2642|650.0|2|
45628|2642|500.0|2|
45629|2643|1000.0|2|
45630|2638|500.0|2|
45631|2633|5.0|2|
45632|2634|10.0|2|
45633|2635|20.0|2|
45634|2636|50.0|2|
45636|2637|192.0|2|
45638|2644|5000.0|2|
45640|2644|2000.0|2|
45641|2644|3000.0|2|
45644|2646|30.0|2|
45646|2647|50.0|2|
45651|2660|50.0|2|
45652|2660|100.0|2|
45653|2660|10.0|2|
45654|2660|20.0|2|
45657|2645|10.0|2|
46480|2391|1.0|3|
47205|2354|3.0|2|
47434|2444|10.0|2|
47437|2580|5.0|2|
47439|2579|20.0|2|
47440|2577|20.0|2|
47441|2419|1.0|3|
47741|2355|10.0|2|
48941|2402|1.0|3|
50826|2632|20.0|2|
50827|2632|50.0|2|
50828|2632|10.0|2|
50829|2632|5.0|2|
50830|2632|100.0|2|
50875|2465|1.0|3|
51906|2663|20.0|2|
51909|2654|20.0|2|
52210|2311|60.0|3|
52239|2392|1.0|3|
52240|2392|1.0|3|
52652|2350|2.5|2|
52653|2352|2.5|2|
52654|2351|2.5|2|
52684|2390|1.0|3|
52821|2378|1.0|2|
52822|2377|1.0|2|
52823|2379|1.0|3|
52824|2381|1.0|3|
52825|2380|1.0|3|
52829|2564|3.0|2|
52829|2565|1.0|3|
52830|2560|3.0|2|
52830|2561|1.0|3|
52831|2562|3.0|2|
52831|2563|1.0|3|
52847|2599|1.0|3|
52848|2539|1.0|3|
52848|2540|1.0|3|
52849|2537|1.0|3|
52849|2538|1.0|3|
52857|2367|1.0|3|
52894|2358|2.0|2|
52895|2357|2.0|2|
52961|2489|20.0|2|
52973|2213|1.0|3|
52976|2215|1.0|3|
52977|2211|1.0|3|
52992|2306|200.0|2|
52994|2221|1.0|3|
52996|2222|1.0|3|
52997|2220|1.0|3|
52999|2467|1.0|3|
53000|2468|1.0|3|
53014|2469|1.0|3|
53020|2464|1.0|3|
53021|2466|1.0|3|
53022|2203|1.0|3|
53023|2201|1.0|3|
53024|2364|1.0|3|
53027|2366|1.0|3|
53028|2210|1.0|3|
53032|2208|1.0|3|
53034|2176|1.0|3|
53038|2177|1.0|3|
53039|2174|1.0|3|
53041|2175|1.0|3|
53054|2312|1.0|3|
53055|2313|1.0|3|
53056|2314|1.0|3|
53058|2339|1.0|2|
53059|2339|1.0|2|
53062|2181|4.0|2|
53067|234|4.0|2|
53068|235|4.0|2|
53069|239|4.0|2|
53083|2338|1.0|3|
53086|2337|1.0|3|
53087|2199|1.0|3|
53088|2200|1.0|3|
53089|2198|1.0|3|
53091|2324|10.0|2|
53093|2325|10.0|2|
53095|2323|10.0|2|
53099|2195|1.0|3|
53100|2439|1.0|3|
53124|2396|10.0|2|
53127|2374|1.0|3|
53128|2374|1.0|3|
53140|2268|0.5|2|
53141|2269|0.5|2|
53143|2272|0.5|2|
53144|2276|0.5|2|
53145|2277|0.5|2|
53146|2278|0.5|2|
53147|2280|7.0|2|
53148|2261|1.0|3|
53149|2282|0.5|2|
53150|2284|0.5|2|
53151|2285|0.5|2|
53152|2285|0.5|2|
53153|2287|0.5|2|
53155|2288|0.5|2|
53156|2290|0.5|2|
53157|2293|0.5|2|
53159|2294|0.5|2|
53231|2267|0.6|2|
53239|2263|0.78|2|
53240|2263|0.78|2|
53241|2262|6.0|2|
53246|2255|0.6|2|
53251|2260|1.0|3|
53252|2260|1.0|3|
53288|2472|50.0|2|
53308|2475|50.0|2|
53309|2476|50.0|2|
53380|2256|3.0|2|
53381|2257|3.0|2|
53457|2441|20.0|2|
53495|2264|1.0|3|
53575|2218|1.0|3|
53576|2219|1.0|3|
53577|2217|1.0|3|
53791|2546|1.0|3|
53792|2546|1.0|3|
53794|2446|10.0|2|
53809|2595|1.0|3|
53809|2596|1.0|3|
53809|2597|1.0|3|
53810|2586|1.0|3|
53810|2587|1.0|3|
53810|2588|1.0|3|
53811|2589|1.0|3|
53811|2590|1.0|3|
53811|2591|1.0|3|
53812|2592|1.0|3|
53812|2593|1.0|3|
53812|2594|1.0|3|
53934|2447|3.0|2|
54014|2585|10.0|2|
54015|2583|10.0|2|
54016|2583|10.0|2|
54017|2584|10.0|2|
54018|2584|10.0|2|
54132|2191|5.0|2|
54133|2182|5.0|2|
54140|2184|5.0|2|
54150|2573|10.0|2|
54151|2574|20.0|2|
54227|2432|10.0|2|
54228|2431|10.0|2|
54306|2440|10.0|2|
54307|2438|1.0|3|
54309|2192|1.0|3|
54310|2194|1.0|3|
54311|2196|10.0|2|
54323|2266|5.0|2|
54369|2400|5.0|2|
54482|619|5.0|3|
54482|2173|2.0|2|
54491|2348|2.0|2|
54505|2301|10.0|2|
54556|2401|10.0|2|
54569|2458|1.0|3|
54571|2462|1.0|3|
54572|2463|1.0|3|
54605|2659|10.0|2|
54606|2659|100.0|2|
54607|2659|20.0|2|
54608|2659|50.0|2|
54638|2492|50.0|2|
54641|2496|250.0|2|
54647|2494|100.0|2|
54648|2493|100.0|2|
54649|2490|40.0|2|
54654|2508|20.0|2|
54655|2662|5.0|2|
54656|2664|10.0|2|
54662|2309|1.0|2|
54670|2385|1.5|2|
54781|2639|1000.0|2|
54782|2640|500.0|2|
54783|2641|2000.0|2|
54785|2643|500.0|2|
54786|2643|250.0|2|
54787|2473|50.0|2|
54790|2474|50.0|2|
54795|2436|25.0|2|
54813|2178|10.0|2|
54823|2179|10.0|2|
54830|2180|10.0|2|
55044|2404|1.0|3|
55045|2403|2.0|2|
55046|2369|2.0|2|
55047|2368|2.0|2|
55062|2405|1.0|3|
55094|2371|1.0|3|
55095|2327|1.0|3|
55096|2327|1.0|3|
55097|2327|1.0|3|
55787|2398|1.0|3|
56219|2298|0.25|2|
56620|2653|2000.0|2|
56799|2652|250.0|2|
57510|2649|1000.0|2|
58302|2346|1.0|3|
58937|2602|1.0|3|
58943|909|3.0|2|
58943|2600|1.0|3|
58945|910|3.0|2|
58945|2601|1.0|3|
59099|2555|20.0|2|
59104|2455|10.0|2|
59106|2353|50.0|2|
59108|2420|1.0|3|
59213|2550|10.0|2|
59347|2652|1000.0|2|
59370|2651|30.0|2|
59458|2453|1.51|2|
59459|2453|1.51|2|
59804|2394|1.0|3|
59805|2394|1.0|3|
59806|2394|1.0|3|
59807|2394|1.0|3|
61049|2552|10.0|2|
61050|2557|20.0|2|
62065|2655|10.0|2|
62429|2554|10.0|2|
62430|2559|20.0|2|
62489|2553|10.0|2|
62490|2558|20.0|2|
62710|2504|20.0|2|
63069|2360|1.0|3|
63093|2644|5000.0|2|
63113|2491|50.0|2|
63269|2310|5.0|2|
63474|2442|20.0|2|
63475|2443|10.0|2|
63485|2214|1.0|3|
63486|2216|1.0|3|
63487|2212|1.0|3|
63596|1086|25.0|3|
63598|1088|25.0|3|
63599|1089|25.0|3|
63600|1090|25.0|3|
63605|1095|25.0|3|
63607|1098|25.0|3|
63664|2450|15.0|2|
63745|2434|10.0|2|
63746|2434|10.0|2|
63927|2657|5.0|2|
63953|2342|20.0|2|
63954|2343|40.0|2|
64015|2297|10.0|3|
64016|2297|1.0|3|
64019|2356|4.0|2|
64182|2501|20.0|2|
64256|2308|1.0|2|
65603|2603|1.0|3|
65603|2604|1.0|3|
66050|2507|20.0|2|
67096|2340|1.14|2|
67490|2395|10.0|2|
67492|2393|10.0|2|
67692|2185|5.0|2|
67693|2189|5.0|2|
67694|2190|5.0|2|
67695|2183|5.0|2|
67696|2186|5.0|2|
67697|2187|5.0|2|
67700|2362|1.0|3|
67704|2363|1.0|3|
67705|2361|1.0|3|
67714|2365|1.0|3|
67715|2204|10.0|2|
67716|2207|10.0|2|
67717|2206|10.0|2|
67720|2435|25.0|2|
67876|2333|10.0|2|
67877|2336|10.0|2|
67878|2335|10.0|2|
67879|2334|10.0|2|
68646|2541|1.0|3|
68769|2527|1.0|2|
68769|2528|1.0|3|
68770|2523|1.0|3|
68770|2524|3.0|2|
68771|2370|1.0|3|
68772|2376|1.0|2|
68774|2445|10.0|2|
68776|2543|1.0|3|
68777|2545|1.0|3|
68778|2545|10.0|3|
68787|2456|10.0|2|
68788|2454|1.51|2|
68789|2454|1.51|2|
68790|2452|10.0|2|
68791|2460|1.0|3|
68792|2461|1.0|3|
68793|2459|1.0|3|
69970|2319|1.0|3|
69970|2320|1.0|3|
69971|2321|1.0|3|
69971|2322|1.0|3|
69972|2315|1.0|3|
69972|2316|1.0|3|
69991|2317|1.0|3|
69991|2318|1.0|3|
70068|2482|1.25|2|
70069|2484|1.25|2|
70070|2486|1.25|2|
70071|2488|1.25|2|
70572|2449|30.0|2|
71052|1970|1.0|3|
71053|1970|12.0|3|
71078|1980|10.0|3|
71079|1973|10.0|3|
71079|1981|10.0|3|
71080|1975|10.0|3|
71080|1979|10.0|3|
71087|1977|10.0|3|
71087|1978|10.0|3|
71087|1982|10.0|3|
71156|1985|10.0|3|
71156|1986|10.0|3|
71156|1987|10.0|3|
71298|1988|3.0|3|
71322|1989|100.0|3|
71356|1990|100.0|3|
71358|1991|100.0|3|
71359|1992|1.0|3|
71359|1993|3.0|3|
71363|1994|100.0|3|
71364|1995|100.0|3|
71368|1996|100.0|3|
71475|1997|1.0|3|
71478|2457|1.0|3|
71499|1998|1.0|3|
71500|1999|25.0|3|
71513|2001|1.0|3|
71513|2002|1.0|3|
71513|2003|1.0|3|
71513|2582|5.0|2|
71527|2471|1.0|3|
71528|2470|1.0|3|
71633|2006|1.0|3|
71634|2007|1.0|3|
71634|2008|1.0|3|
71634|2009|1.0|3|
71635|2011|1.0|3|
71635|2012|1.0|3|
71635|2013|1.0|3|
71715|2014|1.0|3|
71716|2015|1.0|3|
71717|2016|1.0|3|
71742|2017|25.0|3|
71743|2018|1.0|3|
71744|2019|1.0|3|
71745|2020|1.0|3|
71747|2021|200.0|3|
71748|2022|200.0|3|
71749|2023|100.0|3|
71754|2024|1.0|3|
71755|2025|1.0|3|
71755|2026|25.0|3|
71757|2027|1.0|3|
71757|2028|1.0|3|
71757|2050|10.0|3|
71757|2051|1.0|3|
71758|2029|1.0|3|
71758|2030|1.0|3|
71758|2056|1.0|3|
71758|2057|10.0|3|
71759|2031|1.0|3|
71759|2032|1.0|3|
71759|2054|1.0|3|
71759|2055|10.0|3|
71760|2033|1.0|3|
71760|2034|1.0|3|
71760|2052|1.0|3|
71760|2053|10.0|3|
71761|1185|10.0|3|
71762|2035|100.0|3|
71774|2036|50.0|3|
71775|2036|100.0|3|
71777|2037|200.0|3|
71778|2038|1.0|3|
71778|2039|10.0|3|
71778|2040|10.0|3|
71778|2041|1.0|3|
71778|2042|1.0|3|
71780|2043|1.0|3|
71780|2044|1.0|3|
71782|2045|1.0|3|
71782|2046|10.0|3|
71782|2047|1.0|3|
71783|2048|1.0|3|
71783|2049|1.0|3|
71784|2058|10.0|3|
71785|2059|1.0|3|
71785|2060|1.0|3|
71786|2061|1.0|3|
71786|2062|1.0|3|
71786|2063|1.0|3|
71787|2064|1.0|3|
71788|2065|1.0|3|
71788|2066|50.0|3|
71801|2072|1.0|3|
71801|2581|5.0|2|
71802|2067|1.0|3|
71802|2068|1.0|3|
71802|2076|1.0|3|
71802|2576|20.0|2|
71803|2077|1.0|3|
71803|2578|20.0|2|
71804|2069|1.0|3|
71804|2070|1.0|3|
71804|2071|1.0|3|
71804|2078|1.0|3|
71804|2575|20.0|2|
71812|2084|1.0|3|
71812|2086|1.0|3|
71812|2087|1.0|3|
71813|2083|1.0|3|
71813|2085|1.0|3|
71917|2089|1.0|3|
71918|2090|1.0|3|
71919|2091|1.0|3|
71924|2096|100.0|3|
71925|2097|1.0|3|
71926|2098|50.0|3|
71930|2106|1.0|3|
71930|2107|1.0|3|
71930|2108|10.0|3|
71930|2109|10.0|3|
71930|2110|1.0|3|
71933|2113|1.0|3|
71934|2114|1.0|3|
71971|2117|1.0|3|
72056|2119|1.0|3|
72227|2120|24.0|3|
72227|2121|24.0|3|
72237|2122|1.0|3|
72275|2124|1.0|3|
72275|2125|1.0|3|
72275|2566|10.0|2|
72393|2126|90.0|3|
72394|2127|90.0|3|
72395|2128|90.0|3|
72397|2129|90.0|3|
72398|2130|90.0|3|
72399|2131|90.0|3|
72405|2132|90.0|3|
72406|2133|90.0|3|
72407|2134|90.0|3|
72408|2135|100.0|3|
72409|2136|100.0|3|
72505|2137|100.0|3|
72523|2138|50.0|3|
72526|2139|50.0|3|
72666|2140|100.0|3|
72692|2141|200.0|3|
72693|2142|50.0|3|
72698|2143|1.0|3|
72699|2144|100.0|3|
72702|2145|24.0|3|
72702|2146|24.0|3|
72730|2147|1.0|3|
72730|2148|1.0|3|
72773|2149|5.0|3|
72841|2150|100.0|3|
72842|2151|100.0|3|
72843|2152|100.0|3|
72844|2153|100.0|3|
72863|2154|2.0|3|
72863|2155|4.0|3|
72863|2156|2.0|3|
72863|2157|2.0|3|
72863|2556|20.0|2|
72864|2158|1.0|3|
72864|2551|10.0|2|
72977|2159|25.0|3|
72978|2159|50.0|3|
72979|2159|100.0|3|
72980|2160|1.0|3|
72980|2161|1.0|3|
72980|2162|10.0|3|
73039|2163|33.0|3|
73116|2164|1.0|3|
73116|2165|2.0|3|
73116|2433|10.0|2|
73117|2164|4.0|3|
73117|2165|8.0|3|
73117|2433|10.0|2|
73135|2448|3.0|2|
73234|2500|10.0|2|
73421|2167|2.0|3|
73421|2168|2.0|3|
73421|2169|8.0|3|
73421|2170|4.0|3|
73440|2172|1.0|3|
73441|2172|1.0|3|
73469|2223|33.0|3|
73470|2224|50.0|3|
73480|2229|90.0|3|
73481|2230|90.0|3|
73482|2231|90.0|3|
73486|2233|1.0|3|
73487|2234|1.0|3|
73487|2235|10.0|3|
73487|2236|1.0|3|
73487|2237|10.0|3|
73487|2238|1.0|3|
73488|2239|1.0|3|
73488|2240|10.0|3|
73488|2241|10.0|3|
73488|2242|1.0|3|
73488|2243|1.0|3|
73491|1218|100.0|3|
73498|2250|50.0|3|
73523|2251|25.0|3|
73524|2251|50.0|3|
73525|2251|100.0|3|
73526|2252|1.0|3|
73526|2253|1.0|3|
73526|2254|10.0|3|
73555|2406|1.0|3|
73555|2417|1.0|3|
73555|2418|1.0|3|
73556|2407|1.0|3|
73556|2424|1.0|3|
73556|2425|1.0|3|
73557|2410|10.0|2|
73557|2421|1.0|3|
73558|2413|10.0|2|
73558|2422|1.0|3|
73559|2416|10.0|2|
73559|2423|1.0|3|
73594|2529|1.0|3|
73594|2530|1.0|3|
73594|2531|2.0|3|
73594|2532|4.0|2|
73594|2569|1.0|3|
73595|2533|1.0|3|
73595|2534|2.0|3|
73595|2535|1.0|3|
73595|2536|4.0|2|
73595|2571|1.0|3|
73704|2607|1.0|3|
73778|2613|1.0|3|
73842|2615|100.0|3|
73843|2616|1.0|3|
73845|2617|1.0|3|
73845|2618|1.0|2|
73860|2619|1.0|3|
73944|2620|50.0|2|
73960|2621|50.0|2|
73979|2622|2.0|3|
73979|2623|1.0|3|
73979|2624|20.0|2|
73980|2625|2.0|3|
73980|2626|2.0|3|
